name	date published	abn	client of
Endeavour Foundation Ltd	6 December 2019	80 009 670 704	Nexus APAC Pty Ltd | 76 615 655 699
ENDEAVOUR GROUP LIMITED	25 May 2023	77 159 767 843	Principle Advisory Pty Ltd | 29 657 059 848
Enel Green Power Australia Pty Ltd	3 June 2024	41 618 296 030	Cornerstone Group Australia Pty Ltd | 99 153 936 719
EnerGeo Alliance	11 April 2024		Crestview Strategy Pty Ltd | 66 675 929 343
Energy Developments Limited	26 June 2018		Govstrat Pty Ltd | 64 964 952 044
Energy Networks Association	20 February 2024	75 106 735 406	EJF Advisory Pty Ltd | 91 659 678 047
Energy North	11 July 2024	48 667 570 872	TG Public Affairs Pty Ltd | 23 630 677 673
Energy Renaissance Pty Ltd	6 November 2024	90 606 927 575	Girra-Maa Advisory Pty Ltd | 73 681 995 086
Energy Resources of Australia Ltd	12 January 2024	71 008 550 865	Principle Advisory Pty Ltd | 29 657 059 848
Energy Storage Industries Asia Pacific	23 May 2024	91 625 504 476	A.GR Advisors Pty Ltd | 56 665 229 112
ENERGYBUILD PTY LTD	5 November 2024	52 613 897 028	Horizon GR Pty Ltd | 72 652 169 170
Energyu Efficiency Council of Australia	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
ENGENEIC PTY LIMITED	7 July 2020	59 091 336 499	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
Entrust ICT	4 July 2022	12 147 209 667	Media and Public Affairs Australia | 49 622 979 177
Environmental Defense Fund	16 August 2022		Hawker Britton Group Pty Ltd | 79 109 681 405
Environmental Defense Fund, Inc	16 December 2022		Hanson, Charlotte Adelaide | 20 445 437 151
Epic Games, Inc.	17 November 2020		GRACosway Pty Ltd | 50 082 123 822
EPTEC MARINE PTY LTD	10 January 2022	49 118 319 547	PYNE AND PARTNERS PTY LTD | 81 634 747 363
EQT Partners Australia Pty Ltd	14 October 2024	57 638 432 318	GRACosway Pty Ltd | 50 082 123 822
Equifax Australia	2 August 2024	76 609 501 180	TG Public Affairs Pty Ltd | 23 630 677 673
Equinor	28 February 2022	43 628 770 872	Hawker Britton Group Pty Ltd | 79 109 681 405
EQUINOR AUSTRALIA B.V.	3 December 2024	43 628 770 872	Barton Deakin Pty Ltd | 65 140 067 287
ERGT	9 February 2021		Clarity Corporate Communications Pty Ltd | 80 086 277 787
Ernst & Young	6 August 2019	75 288 172 749	David Quilty Consulting | 80 318 383 423
Ernst and Young Services Pty Ltd	16 January 2020	75 288 172 749	Shaw Advisory Pty Ltd | 29 626 157 015
ESA/CSIRO	22 March 2013		Innovative Electronics Pty Ltd | 47 008 579 566
ESG Minerals	13 November 2024		TG Public Affairs Pty Ltd | 23 630 677 673
ESR Developments (Australia) Pty Ltd	31 October 2023	88 625 766 109	PR4PR Pty Ltd | 89 634 536 351
Esso Australia Pty Ltd	9 March 2023	49 000 018 566	A.GR Advisors Pty Ltd | 56 665 229 112
Estee Lauder Pty Limited	29 September 2021	63 008 444 719	GRACosway Pty Ltd | 50 082 123 822
Etherstack PTY Limited	2 May 2023	67 102 446 846	CMAX Communications Pty Ltd | 73 130 740 546
Ethical Super Australia Limited	16 September 2022	23 641 250 080	DPG Advisory Solutions | 14 634 403 115
EUSA Pharma	12 March 2019		Kirchmann Management Consultants Pty Ltd | 34 837 287 161
EUSA PHARMA (Australia) Pty Ltd	23 February 2022	14 646 058 728	Kirchmann Management Consultants Pty Ltd | 34 837 287 161
Eutelsat Asia Pte Ltd	5 February 2014		John C Blackwell | 40 344 935 470
Eveda Pty Ltd (ABN 17 658 197 418)	12 March 2024	17 658 197 418	H/Advisors APA Pty Ltd | 60 074 901 545
EVO Power Pty Ltd.	16 September 2022	40 634 823 260	CMX Energy Consulting Pty Ltd | 85 643 880 568
Exact Sciences Corporation	4 April 2024		Anacta Strategies Pty Ltd | 64 633 978 677
Excelium Consulting Pty Ltd	25 January 2022	80 651 479 971	Perdition Road Pty Limited | 16 641 888 495
Exercise & Sports Science Australia (ESSA)	6 November 2023	14 053 849 460	SAS Consulting Group Pty Ltd | 33 136 520 548
Expanda Box Pty Ltd	19 September 2024	86 672 453 253	Capital Integrity Group Pty Ltd | 99 649 180 898
Expanded Polystyrene Australia Inc.	29 November 2022		Font Public Relations Pty Ltd | 39 129 451 716
Expedia	26 April 2018		Barton Deakin Pty Ltd | 65 140 067 287
Expedia	16 July 2018		Hawker Britton Group Pty Ltd | 79 109 681 405
Expedia Australia Pty Ltd	30 July 2018		Brickfielder Government Engagement (BGE) | 62 621 984 923
FAMILIES AUSTRALIA INCORPORATED	28 August 2024	21 830 960 225	SEC Newgate Pty Limited | 38 162 366 056
Families Of Veterans Guild	11 July 2024	24 083 075 914	AKIN AGENCY PTY LTD | 26 624 988 263
Family Day Care Australia	15 July 2021		Jannette Cotterell | 51 364 113 263
FARMBOT AUSTRALIA PTY LTD	13 December 2024	72 168 531 940	Diplomacy Pty Limited | 17 148 998 645
Farmers for Climate Change	25 November 2024	56 617 941 376	Currie Communications Pty Ltd | 82 050 913 909
Farming Champions Inc	15 July 2024	33 485 323 802	Perth Media Pty Ltd | 33 627 879 627
Farming Families and Communities WA Limited	8 July 2024	566 772 94 585	Bossy Group Pty Ltd | 24 166 898 488
FarSounder, Inc	22 January 2018		Seismic Asia Pacific Pty Ltd | 31 083 755 104
FBR Ltd	13 August 2024	58 090 000 276	TG Public Affairs Pty Ltd | 23 630 677 673
Federal Chamber Automotive Industries	29 March 2018		Chatto Creek Advisory Pty Ltd | 34 613 546 142
Federal Chamber of Automotive Industries	19 August 2022	53 008 550 347	The Civic Partnership Pty Ltd | 71 652 574 171
FEDERATION UNIVERSITY AUSTRALIA	3 October 2024	51 818 692 256	TG Public Affairs Pty Ltd | 23 630 677 673
Fedex Express Australia Pty Ltd	12 April 2024	41 000 495 269	GRA Partners Pty Ltd | 56 131 702 755
Felix Gold Limited	10 September 2024	35 645 790 281	SAS Consulting Group Pty Ltd | 33 136 520 548
Field and Game Australia	4 October 2022		CPI Strategic Pty Ltd | 47 139 102 891
fifty ZOO	8 July 2020	58 629 031 830	Perdition Road Pty Limited | 16 641 888 495
FightMND	6 June 2022	62 740 350 704	PR4PR Pty Ltd | 89 634 536 351
FightMND	13 July 2022		GRACosway Pty Ltd | 50 082 123 822
Finance Brokers Association of Australia Limited	6 September 2016		Bushido International Pty Ltd | 58 154 594 644
FINANCIAL ADVICE ASSOCIATION OF AUSTRALIA LIMITED	17 June 2024	62 054 174 453	Counsel House Pty Ltd | 35 631 919 009
FinClear Pty Ltd	22 March 2024	63 607 164 714	Anacta Strategies Pty Ltd | 64 633 978 677
Fine Tobacco	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
FINISAR AUSTRALIA PTY LIMITED	27 July 2023	45 098 184 582	Precision Public Affairs Pty Ltd | 42 639 299 415
FIPRA	29 September 2010		Richardson Coutts Pty Ltd | 82 378 912 405
FIPRA Europe Brussels	17 January 2011		FIPRA Australia Pty Limited | 50 078 482 596
FIPRA International UK	1 March 2010		FIPRA Australia Pty Limited | 50 078 482 596
Fireball.International	9 July 2021	12 633 824 852	Australian Strategic Advisory | 51 623 355 377
FIRST NATIONS LEGAL & RESEARCH SERVICES LTD	4 November 2024	27 105 885 149	Hawker Britton Group Pty Ltd | 79 109 681 405
First Quantum Minerals	19 June 2020	38 124 800 611	Clarity Corporate Communications Pty Ltd | 80 086 277 787
First Voice	10 December 2019	12 156 662 314	Astute Advocacy | 60 366 005 776
FitzWalter Capital Limited	27 June 2023		CT GROUP (AUSTRALIA) PTY LTD | 58 101 934 454
Five Star Party Co. Pty Ltd	7 August 2024	48 060 782 381	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
Fivecast Pty Ltd	19 September 2024	48 621 030 199	Capital Integrity Group Pty Ltd | 99 649 180 898
Fivex Services Pty Limited	23 March 2018	69 617 541 278	PremierNational Pty Ltd | 71 619 450 841
FIVEX SERVICES PTY LIMITED	23 March 2018	69 617 541 278	Premier State Consulting Pty Ltd | 26 149 964 189
Fixxt Pty Ltd	13 November 2022	70 167 470 831	The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
Flare HR Pty Ltd	22 April 2024	46 607 120 892	Anacta Strategies Pty Ltd | 64 633 978 677
Fleet Space Technologies Pty Ltd	26 May 2022	27 607 948 729	PYNE AND PARTNERS PTY LTD | 81 634 747 363
Fleets Flyers Pty Ltd	4 July 2024	41 008 417 016	Jacquelynne Willcox Corporate Affairs | 75 455 281 489
Fletcher Building (Australia) Pty Ltd	12 December 2013		GRACosway Pty Ltd | 50 082 123 822
Fletcher Insulation Pty Limited	19 November 2020	72 001 175 355	GRACosway Pty Ltd | 50 082 123 822
Flotation Energy Ltd	24 January 2024	16 637 047 039	PYNE AND PARTNERS PTY LTD | 81 634 747 363
FLYING WHALES	27 September 2024		PYNE AND PARTNERS PTY LTD | 81 634 747 363
Focus ACT	8 July 2020	26 653 640 096	Zennex Pty Ltd | 59 094 134 111
Food and Drink Victoria	31 October 2024	28 481 651 315	Corporate Affairs Advisory | 99 264 276 296
Football Australia	7 June 2022	28 106 478 068	EJF Advisory Pty Ltd | 91 659 678 047
Football Australia Limited	15 February 2023	28 106 478 068	Sports Hydrant Pty Ltd | 91 133 062 012
Football Federation Tasmania Ltd	9 July 2019	64 067 682 044	Font Public Relations Pty Ltd | 39 129 451 716
Football Victoria	18 April 2016		The Agenda Group Pty Ltd | 92 118 248 892
FORCIT Defence	25 June 2015		LOPAC Consulting Pty Limited | 84 150 667 486
FORD MOTOR COMPANY OF AUSTRALIA PTY LTD	24 September 2024	30 004 116 223	TG Public Affairs Pty Ltd | 23 630 677 673
Forescout Technologies Pty Ltd	10 May 2022	99 607 749 771	National Advisory Pty Ltd | 29 634 573 363
ForHealth Pty Ltd (ABN 51 088 816 522)	22 July 2024	51 088 816 522	H/Advisors APA Pty Ltd | 60 074 901 545
Fortem Australia	7 June 2022	58 631 587 892	Capital Integrity Group Pty Ltd | 99 649 180 898
FORTEM AUSTRALIA LIMITED	31 January 2024	58 631 587 892	Jo Scard Pty Ltd | 29 145 634 224
Forward Ability Support	15 November 2021	42 000 355 948	Lady & Professor Pty Ltd | 16 642 238 702
Foundation Asset Management (FAM AB)	17 October 2023		TG Public Affairs Pty Ltd | 23 630 677 673
Foundation for The National Basilica of Our Lady Help of Christians	7 December 2023		The Influence Corporation Pty. Ltd. | 79 671 703 156
FPA AUSTRALIA PTY LTD	22 October 2024	34 009 271 103	SAS Consulting Group Pty Ltd | 33 136 520 548
Franchise Council of Australia Limited	13 November 2023	17 002 789 988	ALPHA Consult Pty Ltd | 39 612 003 460
Fred IT Group Pty Ltd	6 February 2020	68 109 546 901	National Advisory Pty Ltd | 29 634 573 363
FreeTV Australia	20 August 2024	76 101 842 184	TG Public Affairs Pty Ltd | 23 630 677 673
Fresh Fields Aged Care Pty Ltd (ABN 57 063 959 759)	21 June 2024	57 063 959 759	H/Advisors APA Pty Ltd | 60 074 901 545
Friends of Ku-ring-gai Environment Inc	1 February 2022		Leisure Solutions Pty Ltd | 61 982 432 138
Frisk - Search Pty Ltd	6 July 2023	92 143 450 784	Simplicity One Pty Ltd | 38 640 087 494
Frisk-Search Pty Ltd	27 January 2023	92 143 450 784	BDAAS Consulting Pty Ltd | 62 164 001 969
From the Fields	18 July 2023	39 662 953 826	Royce Communications Pty Ltd | 91 167 042 408
From the Fields Pharmaceuticals Australia Pty Ltd	20 January 2023	39 662 953 826	Royce Communications Pty Ltd | 91 167 042 408
Fronditha Care	25 November 2024	71 424 124 816	GRACosway Pty Ltd | 50 082 123 822
FRV Services Australia Pty Ltd	24 July 2024	60 151 469 662	Premier State Consulting Pty Ltd | 26 149 964 189
FRV Services Australia Pty Ltd	24 July 2024	60 151 469 662	PremierNational Pty Ltd | 71 619 450 841
FTTH Council	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Fugro Australia Pty Ltd	3 December 2024	62 119 991 025	A.GR Advisors Pty Ltd | 56 665 229 112
Fulcrum3D Pty Ltd	18 November 2021	73 151 086 510	Wilkinson Butler Pty Ltd | 95 164 204 111
Full Circle Therapies Inc	27 January 2023	46 173 219 395	PUZZLE CONSULTING PTY LTD | 31 626 366 452
Fulldome.Pro Pty Ltd	18 July 2022	70 638 798 151	Public Affairs and Campaigns Australia Pty Ltd | 62 632 061 226
Fund the Arts	1 February 2022		First Tier Media Pty Ltd | 92 268 817 994
Future Now Ventures	9 March 2023	83 600 819 690	FCC Partnership Pty Ltd | 97 104 680 588
G21 - Geelong Regional Alliance	9 November 2011		Diplomacy Pty Limited | 17 148 998 645
Galilee Energy Limited	20 January 2023	11 0 649 574 19	PolicyWonks | 50 463 070 316
Gallipoli Medical Research Foundation	7 February 2024	42 077 750 693	BB Win Win Outcomes | 91 671 079 056
GAMA Healthcare	15 November 2021	17 103 939 420	Nexus APAC Pty Ltd | 76 615 655 699
GAMING TECHNOLOGIES ASSOCIATION LIMITED	11 December 2024	70 060 130 770	Milner Strategic Services | 24 957 388 494
Gardian Technologies	16 May 2024		JPG Advisory | 95 646 954 574
Garvan Research Foundation	4 April 2013		OGILVY HEALTH PTY LTD | 62 114 807 877
Gascoyne Gateway Limited	4 September 2023	72 638 151 747	The Straya Group Australia Pty Ltd | 62 671 948 164
Gascoyne Gateway Ltd	4 May 2020	72 638 151 747	Precision Public Affairs Pty Ltd | 42 639 299 415
Gascoyne Gateway Ltd	2 February 2023	72 638 151 747	CGM Communications Pty Ltd | 66 619 642 858
GB Energy Holdings Pty Ltd	21 June 2024	60 615 552 693	Israelsohn, Ian Mark | 64 278 705 442
GCFC Limited	13 March 2024	47 144 555 822	Jutsum Advisory Pty Ltd ATF Jutsum Family Trust | 68 973 583 422
GDI Group	14 July 2020	66 769 561 310	SEC Newgate Pty Limited | 38 162 366 056
GDI Holdings Pty Ltd	31 July 2019	49 115 301 838	Ascend Strategic Counsel Pty Ltd | 26 726 483 358
Gedeon Richter Australia	4 July 2024	98 602 550 274	Regs and Corporate Advisory Pty. Ltd. | 14 641 055 272
Gedeon Richter Australia Pty Ltd	9 February 2024	98 602 550 274	Medwrite Consulting | 56 552 910 596
Gedeon Richter Australia Pty Ltd	3 June 2024	98 602 550 274	Shawview Consulting Australia Pty Ltd | 90 637 759 874
GeelongPort Pty Ltd	24 January 2024	50 003 996 594	Cornerstone Group Australia Pty Ltd | 99 153 936 719
General Acoustics e.K.	8 February 2022		Seismic Asia Pacific Pty Ltd | 31 083 755 104
General Atlantic	28 June 2024		GRACosway Pty Ltd | 50 082 123 822
General Mills Australia	24 November 2011		Porter Novelli Australia Pty Ltd | 40 079 616 050
GENERATION AUSTRALIA LTD	18 July 2022	42 624 069 389	Jo Scard Pty Ltd | 29 145 634 224
Generic and Biosimilar Medicines Association	17 September 2018		Jannette Cotterell | 51 364 113 263
Genesis Group Inc	19 September 2016		Bushido International Pty Ltd | 58 154 594 644
Geodesic Partners	31 March 2020		Lunik Pty Ltd | 83 615 178 571
Geoff RM Howard.	1 October 2015		A D Evers-Buckland | 72 963 316 425
GeoMoby	15 July 2024	17 163 226 560	Perth Media Pty Ltd | 33 627 879 627
Georgiou Group	2 August 2024	82 073 851 948	TG Public Affairs Pty Ltd | 23 630 677 673
Georgiou Group	22 August 2024	82 073 851 948	Isdell Pty Ltd | 12 277 121 950
Geoscape Australia	20 November 2023	23 089 912 710	SEC Newgate Pty Limited | 38 162 366 056
Geraldton Fishermens Cooperative	28 February 2019	52 425 663 385	GRA Partners Pty Ltd | 56 131 702 755
GeSS Education	1 February 2021	92 160 975 593	BB Win Win Outcomes | 91 671 079 056
Get Off Gas Pty Ltd	1 November 2024	41 679 258 336	Brockwell Strategy Pty Ltd | 85 675 736 259
Get Real Media	11 February 2013	81 103 815 809	GIMC Consulting | 41 317 956 923
GGBV Australia	16 December 2022	47 166 130 598	GAFMO Services and Facilitation | 82 633 901 274
Ghella Pty Ltd	29 October 2024	85 142 392 461	SANLAAN PTY LTD | 21 131 482 230
GILEAD PTY. LIMITED	14 July 2021	97 005 447 861	OGILVY HEALTH PTY LTD | 62 114 807 877
GILEAD SCIENCES PTY LIMITED	23 September 2020	71 072 611 708	Precision Public Affairs Pty Ltd | 42 639 299 415
GILEAD SCIENCES YM AUSTRALIA PTY LTD	9 February 2021	44 162 988 249	OGILVY HEALTH PTY LTD | 62 114 807 877
Gilmour Space Technologies	12 October 2022	17 166 858 260	Horizon GR Pty Ltd | 72 652 169 170
GILMOUR SPACE TECHNOLOGIES PTY. LTD.	17 November 2022	17 166 858 260	CMAX Communications Pty Ltd | 73 130 740 546
GIPPSLAND CRITICAL MINERALS PTY LTD	3 December 2024	30 635 720 759	EJF Advisory Pty Ltd | 91 659 678 047
Glaucoma Australia Incorporated	22 November 2022	52 610 716 720	H/Advisors APA Pty Ltd | 60 074 901 545
Glen Waverley Cougars Cricket Club	1 February 2024	70 983 197 321	Gregory Robert Male
Glencore Australia Holdings Pty Limited	31 May 2022	37 160 626 102	GRACosway Pty Ltd | 50 082 123 822
Glencore Australia Pty Ltd	24 May 2022	92 005 592 834	Anacta Strategies Pty Ltd | 64 633 978 677
Glengarry Advisory	2 March 2023	47 632 422 872	Making The World A Better Place Pty Ltd | 13 075 789 196
Glengarry Advisory Pty Ltd	28 June 2024	47 632 422 872	Richardson Coutts Pty Ltd | 82 378 912 405
Global Defence Industries Pty Ltd	15 February 2019	49 115 301 838	Defence Advisory Services Australasia Pty Ltd | 86 610 548 171
Global Lithium Resources Pty Ltd	14 June 2022	58 626 093 150	Corporate Affairs Australia Pty Ltd | 87 629 216 262
Global Players Network Pty Ltd	31 October 2024	41 102 371 335	EJF Advisory Pty Ltd | 91 659 678 047
Global Players Network Pty Ltd	29 November 2022	41 102 371 335	Hawker Britton Group Pty Ltd | 79 109 681 405
Global Players Network Pty Ltd	25 September 2024	41 102 371 335	Barton Deakin Pty Ltd | 65 140 067 287
Global Players Network PTY LTD	4 November 2024	41 102 371 335	EJF Advisory Pty Ltd | 91 659 678 047
Global Radiance Ship Management	16 May 2024		JPG Advisory | 95 646 954 574
Globalstar Inc	1 March 2010		Australian Spectrum Consultants Pty Ltd | 45 079 232 116
Globalstar Inc	9 October 2023		Spectrum Solutions Australia | 47 665 184 154
Goal Professional Services Pty Ltd	25 November 2021	65 122 098 695	Defence Advisory Services Australasia Pty Ltd | 86 610 548 171
Goals A and N	1 April 2015		Richardson Coutts Pty Ltd | 82 378 912 405
Gold Hydrogen Limited	11 April 2024	74 647 468 899	Crestview Strategy Pty Ltd | 66 675 929 343
Gold Road Resources Limited	10 February 2017		Purple Communications Australia Pty Ltd | 37 108 802 366
Golden Group	12 July 2024	80 111 196 082	CGM Communications Pty Ltd | 66 619 642 858
Goldfields Masonic Homes Inc	27 January 2023	53 234 135 266	PUZZLE CONSULTING PTY LTD | 31 626 366 452
GOLF AUSTRALIA LIMITED	8 November 2024	54 118 151 894	Delta Advisory Pty Limited | 70 667 068 760
Golf Australia Ltd	15 February 2023	54 118 151 894	Sports Hydrant Pty Ltd | 91 133 062 012
Google Australia	18 July 2017		SEC Newgate Pty Limited | 38 162 366 056
Google Australia Pty Ltd	5 November 2020	33 102 417 032	Eloquium Group Pty Ltd | 45 631 309 923
Google Australia Pty Ltd	23 June 2023	33 102 417 032	PYNE AND PARTNERS PTY LTD | 81 634 747 363
Google Cloud	7 February 2024	68 610 798 466	Sling & Stone Pty Ltd | 87 145 965 466
GPT Rouse Hill Pty Limited	20 October 2023	85 604 403 938	Primary Communication Partners Pty Limited | 36 617 864 347
Graincorp Limited	4 October 2023	60 057 186 035	SEC Newgate Pty Limited | 38 162 366 056
Graphene Manufacturing Group LTD	12 June 2024	83 614 164 877	JP STRATEGIC ADVISORY PTY LTD | 58 674 312 077
Grapple Holdings Limited	13 February 2023	83 618 091 768	FCC Partnership Pty Ltd | 97 104 680 588
Graymont Australia	13 November 2022	24 004 406 688	Hawker Britton Group Pty Ltd | 79 109 681 405
Greater Ballarat Alliance of Councils (GBAC)	24 June 2019		Premier Strategy Pty Ltd | 63 106 038 304
Greater South East Melbourne (GSEM)	1 March 2010		The Agenda Group Pty Ltd | 92 118 248 892
Greek Orthodox Cathedral of Saints Constantine and Helen	14 February 2024		Coode Holdings Pty Ltd | 81 623 654 839
Green Australia Wholesale (trading as easykind) ABN 12 651 811 299	2 October 2024	12 651 811 200	H/Advisors APA Pty Ltd | 60 074 901 545
Green Globe	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
